Field	Time	PELO:X	PELO:Y	PELO:Z	PELP:X	PELP:Y	PELP:Z	LKJC:X	LKJC:Y	LKJC:Z	LHJC:X	LHJC:Y	LHJC:Z	LAJC:X	LAJC:Y	LAJC:Z	RKJC:X	RKJC:Y	RKJC:Z	RHJC:X	RHJC:Y	RHJC:Z	RAJC:X	RAJC:Y	RAJC:Z	LTOO:X	LTOO:Y	LTOO:Z	RTOO:X	RTOO:Y	RTOO:Z	TRXO:X	TRXO:Y	TRXO:Z	TRXP:X	TRXP:Y	TRXP:Z
385	3.8400	196.526306	1387.858276	810.311951	205.824112	1396.796021	934.831909	126.488205	1534.003296	447.461395	135.258209	1400.124146	814.006348	127.900467	1699.607056	80.966797	240.941925	1229.658081	459.814087	257.794495	1375.592285	806.617432	208.386475	1062.773926	91.309494	93.944160	1836.102051	127.814156	243.297287	1203.301514	41.548592	194.356445	1406.755371	1336.407837	197.170349	1417.880493	1141.682861
386	3.8500	196.341370	1403.944580	809.131470	205.869156	1412.533325	933.658569	127.618210	1549.499390	446.389160	135.125519	1416.430176	812.954102	130.393356	1712.686035	79.281158	242.292053	1243.461670	458.861145	257.557281	1391.459229	805.308960	210.223679	1065.693970	95.208534	98.246231	1850.148682	124.549316	243.481964	1204.483887	39.763054	193.268814	1421.567627	1335.114014	196.431000	1433.102905	1140.412109
387	3.8600	196.011185	1420.229248	808.180969	205.882568	1428.406982	932.708984	128.598953	1564.953003	445.619843	134.842804	1432.885010	812.198730	132.827805	1723.325684	77.087524	243.810822	1258.122925	457.765686	257.179596	1407.573364	804.163330	212.139282	1069.261108	99.554276	102.340065	1862.118652	119.344246	243.640671	1205.653564	37.524628	192.144363	1436.432861	1334.073608	195.683838	1448.443359	1139.402710
388	3.8700	195.525650	1436.664917	807.464539	205.853760	1444.374390	931.985474	129.425903	1580.347656	445.173065	134.399704	1449.439697	811.743530	135.129639	1731.822021	74.563019	245.504471	1273.684082	456.511230	256.651581	1423.890381	803.185547	214.081131	1073.615967	104.358025	106.197800	1872.189819	112.489769	243.759476	1206.757080	34.819523	191.001175	1451.340576	1333.294312	194.942047	1463.876465	1138.661377
389	3.8800	194.879654	1453.196899	806.984192	205.772415	1460.388916	931.487793	130.098267	1595.647827	445.057343	133.791077	1466.037720	811.586975	137.236053	1738.480591	71.906288	247.377197	1290.184082	455.087494	255.968216	1440.356079	802.381226	215.996246	1078.908325	109.626945	109.806938	1880.496094	104.429604	243.831543	1207.733398	31.702320	189.858902	1466.278076	1332.780151	194.218506	1479.372192	1138.190918
390	3.8900	194.073807	1469.762695	806.740540	205.629044	1476.398926	931.215332	130.620438	1610.798828	445.268738	133.018005	1482.617676	811.722961	139.100479	1743.598633	69.311806	249.430069	1307.655762	453.493011	255.129608	1456.907593	801.757935	217.833481	1085.289917	115.363777	113.163452	1887.152710	95.732620	243.864731	1208.536011	28.325359	188.737900	1481.230713	1332.532349	193.525803	1494.896484	1137.990845
391	3.9000	193.115280	1486.295776	806.733215	205.415894	1492.351563	931.166138	131.001923	1625.725464	445.789154	132.088257	1499.114990	812.142029	140.696075	1747.452026	66.947739	251.659485	1326.122681	451.737640	254.142273	1473.476563	801.324463	219.545135	1092.906860	121.567566	116.263016	1892.291870	87.021706	243.889465	1209.170898	24.960623	187.658798	1496.182617	1332.549805	192.875870	1510.412720	1138.058838
392	3.9100	192.017990	1502.729004	806.960510	205.126740	1508.195557	931.338135	131.256531	1640.333862	446.585541	131.016495	1515.466797	812.830017	142.017120	1750.289063	64.941071	254.056213	1345.596924	449.843658	253.019424	1489.991211	801.091187	221.089294	1101.892456	128.231827	119.095161	1896.094116	78.870499	243.965042	1209.748901	21.993212	186.641846	1511.115479	1332.828735	192.280029	1525.881592	1138.389038
393	3.9200	190.802841	1518.995605	807.419739	204.757950	1523.881348	931.729492	131.400116	1654.510986	447.610992	129.824203	1531.612061	813.769470	143.077744	1752.330444	63.369282	256.604065	1366.074463	447.848480	251.781433	1506.379150	801.070190	222.430389	1112.359497	135.343323	121.641983	1898.786743	71.712875	244.179459	1210.535278	19.881645	185.705963	1526.010986	1333.362793	191.747604	1541.265503	1138.973877
394	3.9300	189.497223	1535.034180	808.106445	204.308029	1539.365356	932.337891	131.447418	1668.129150	448.807892	128.539154	1547.496338	814.939392	143.907425	1753.770630	62.258377	259.279358	1387.534180	445.804810	250.455292	1522.571899	801.273560	223.540726	1124.391968	142.877945	123.879951	1900.620728	65.800018	244.641144	1211.975830	19.076704	184.868179	1540.849976	1334.144409	191.286911	1556.527344	1139.804565
395	3.9400	188.133957	1550.790161	809.014648	203.777679	1554.610962	933.160706	131.409943	1681.054565	450.112854	127.193855	1563.073730	816.315674	144.544098	1754.774048	61.586681	262.051178	1409.935303	443.781250	249.074051	1538.506592	801.713623	224.402512	1138.045044	150.792160	125.783638	1901.833496	61.206806	245.463089	1214.670044	19.918249	184.143066	1555.613647	1335.163086	190.903336	1571.633301	1140.869263
396	3.9500	186.749771	1566.219727	810.136963	203.169861	1569.590820	934.195618	131.294907	1693.158936	451.462769	125.824478	1578.308838	817.872314	145.026642	1755.473877	61.295429	264.881958	1433.215698	441.861450	247.675140	1554.130249	802.401489	225.011078	1153.346558	159.012238	127.330109	1902.625732	57.867912	246.743713	1219.294067	22.551521	183.541946	1570.284424	1336.407593	190.600067	1586.554321	1142.156372
397	3.9600	185.383224	1581.289429	811.464294	202.489059	1584.286377	935.439880	131.105942	1704.332764	452.800171	124.468117	1593.177856	819.581787	145.389359	1755.970703	61.303013	267.729340	1457.291626	440.140778	246.298355	1569.401001	803.346802	225.378433	1170.302124	167.419937	128.506058	1903.148438	55.625397	248.552002	1226.494263	26.891165	183.072784	1584.845947	1337.863281	190.377884	1601.265991	1143.650513
398	3.9700	184.072067	1595.979370	812.986084	201.741043	1598.689697	936.889282	130.844696	1714.494019	454.076630	123.160858	1607.668823	821.416626	145.659256	1756.338379	61.519798	270.547119	1482.054932	438.722137	244.983246	1584.289795	804.555664	225.534882	1188.899536	175.843399	129.313965	1903.508057	54.272842	250.917114	1236.796631	32.649357	182.739655	1599.283691	1339.514038	190.234390	1615.750977	1145.335693
399	3.9800	182.850815	1610.282104	814.690063	200.932236	1612.802002	938.537720	130.513336	1723.598511	455.255341	121.935593	1621.781372	823.349487	145.855667	1756.629150	61.860470	273.287781	1507.377075	437.707672	243.766052	1598.782715	806.030640	225.528046	1209.110718	184.054688	129.775620	1903.774048	53.590767	253.823196	1250.552979	39.400478	182.542862	1613.586182	1341.340576	190.164810	1629.998291	1147.192749
400	3.9900	181.748627	1624.201904	816.562073	200.068939	1626.633301	940.376404	130.116226	1731.641113	456.311737	120.819664	1635.525391	825.355042	145.991623	1756.879395	62.252548	275.904236	1533.108154	437.190338	242.677597	1612.878296	807.769043	225.418213	1230.895142	191.777206	129.930771	1903.990845	53.371407	257.210632	1267.929565	46.654434	182.478897	1627.744385	1343.320923	190.161987	1644.003540	1149.200439
401	4.0000	180.787292	1637.753784	818.585205	199.156738	1640.200684	942.392029	129.661377	1738.656616	457.233521	119.833511	1648.919189	827.408447	146.076111	1757.113281	62.641068	278.352386	1559.082520	437.243805	241.741165	1626.588257	809.762085	225.271683	1254.197144	198.704773	129.833298	1904.184692	53.434666	260.984497	1288.921997	53.923233	182.540771	1641.753296	1345.430176	190.216293	1657.769897	1151.334106
402	4.0100	179.980652	1650.961914	820.739441	198.200653	1653.527344	944.565857	129.160828	1744.716187	458.019531	118.990356	1661.988281	829.485229	146.116516	1757.342773	62.989876	280.593262	1585.126099	437.913879	240.970947	1639.935547	811.993591	225.154282	1278.948242	204.527557	129.546524	1904.368530	53.637062	265.028381	1313.388550	60.767941	182.718491	1655.610840	1347.639038	190.317444	1671.306274	1153.565430
403	4.0200	179.334167	1663.857300	823.000366	197.204651	1666.640503	946.872925	128.630188	1749.920654	458.677948	118.295815	1674.762817	831.561035	146.121323	1757.572876	63.280338	282.596283	1611.066040	439.212097	240.372421	1652.952026	814.439575	225.125854	1305.067261	208.962234	129.136169	1904.547729	53.873306	269.221344	1341.086060	66.831444	182.999374	1669.318359	1349.916382	190.452835	1684.627075	1155.864258
404	4.0300	178.846069	1676.476563	825.338806	196.172577	1679.569092	949.281311	128.087799	1754.392334	459.223541	117.749184	1687.276367	833.610474	146.101776	1757.801514	63.508190	284.341064	1636.739746	441.114014	239.942932	1665.676758	817.067261	225.237747	1332.465942	211.779709	128.664368	1904.721558	54.074574	273.451385	1371.706787	71.856506	183.368942	1682.880981	1352.226563	190.610352	1697.751831	1158.194946
405	4.0400	178.508362	1688.859863	827.720764	195.108917	1692.342896	951.752319	127.553391	1758.265137	459.675385	117.343941	1699.565674	835.606567	146.072266	1758.024292	63.679783	285.819916	1662.006470	443.560699	239.672791	1678.153809	819.834961	225.531677	1361.055298	212.823685	128.184418	1904.887573	54.202805	277.626099	1404.910889	75.689590	183.811508	1696.306641	1354.532349	190.778122	1710.703613	1160.520874
406	4.0500	178.308868	1701.048584	830.107056	194.019348	1704.989380	954.240845	127.046570	1761.674683	460.053345	117.070160	1711.667114	837.520386	146.049713	1758.238037	63.807896	287.037842	1686.752808	446.464142	239.547577	1690.430176	822.693726	226.039490	1390.754150	212.021057	127.737892	1905.043457	54.243469	281.677429	1440.354492	78.278236	184.310974	1709.606201	1356.793701	190.945023	1723.508179	1162.801758
407	4.0600	178.233154	1713.085693	832.454285	192.912048	1717.534424	956.697021	126.585663	1764.750854	460.376587	116.915970	1723.617798	839.321594	146.051498	1758.442383	63.908161	288.011841	1710.897461	449.715302	239.550308	1702.553467	825.587036	226.783340	1421.495605	209.382446	127.353745	1905.189453	54.198109	285.563751	1477.704956	79.658623	184.851486	1722.792603	1358.969360	191.101685	1736.192505	1164.996582
408	4.0700	178.266342	1725.011475	834.715393	191.798157	1729.999268	959.067993	126.186607	1767.613159	460.660950	116.868980	1735.453247	840.977539	146.093231	1758.643311	63.995876	288.767944	1734.389526	453.192444	239.663773	1714.569702	828.453064	227.776001	1453.225952	204.998001	127.048698	1905.331787	54.077190	289.267059	1516.652832	79.942749	185.418259	1735.880981	1361.017578	191.241226	1748.783813	1167.062134
409	4.0800	178.394852	1736.864746	836.841675	190.692322	1742.401855	961.299072	125.862183	1770.366943	460.918091	116.918030	1747.207031	842.456055	146.186386	1758.853149	64.083893	289.337463	1757.208252	456.769684	239.871796	1726.522583	831.227295	229.021591	1485.905884	199.025345	126.829086	1905.482300	53.894764	292.790405	1556.909180	79.296631	185.998184	1748.886597	1362.897339	191.359695	1761.307251	1168.956787
410	4.0900	178.607559	1748.680176	838.784424	189.612671	1754.755981	963.337646	125.621559	1773.104126	461.154572	117.053902	1758.909180	843.724121	146.336487	1759.089233	64.181068	289.752777	1779.355713	460.324768	240.161179	1738.451050	833.844727	230.516388	1519.502808	191.676300	126.692635	1905.656982	53.664959	296.152679	1598.207153	77.920387	186.580246	1761.826172	1364.569824	191.456039	1773.787476	1170.640381
411	4.1000	178.896271	1760.487427	840.496582	188.580307	1767.071533	965.133667	125.469742	1775.901855	461.371704	117.269913	1770.585693	844.751343	146.542343	1759.369263	64.291611	290.043091	1800.852417	463.744965	240.522614	1750.389038	836.241943	232.250626	1553.988647	183.198502	126.630875	1905.873535	53.400257	299.386322	1640.300049	76.025375	187.156052	1774.715698	1365.998047	191.532455	1786.244507	1172.074219
412	4.1100	179.255646	1772.311157	841.935852	187.618164	1779.356079	966.643494	125.408066	1778.825195	461.565735	117.561607	1782.258667	845.511108	146.796432	1759.708984	64.415192	290.231354	1821.729126	466.931458	240.949738	1762.363770	838.360718	234.211075	1589.337769	173.857544	126.630486	1906.147095	53.111023	302.533722	1682.968994	73.816788	187.720078	1787.570679	1367.150146	191.594666	1798.696289	1173.224365
413	4.1200	179.683090	1784.171387	843.065796	186.750549	1791.614990	967.830383	125.434235	1781.926758	461.729279	117.926643	1793.945068	845.980835	147.086700	1760.117798	64.547913	290.332245	1842.022949	469.801880	241.439514	1774.397705	840.150757	236.384293	1625.524780	163.922577	126.675125	1906.487305	52.806137	305.641510	1726.030518	71.483566	188.269760	1800.405640	1367.998657	191.650848	1811.156982	1174.061890
414	4.1300	180.177597	1796.082642	843.857910	186.000839	1803.852783	968.666809	125.543060	1785.247925	461.852631	118.363686	1805.657959	846.145813	147.398727	1760.597534	64.683960	290.352051	1861.771606	472.291656	241.991501	1786.507202	841.569946	238.759674	1662.526367	153.655060	126.746414	1906.896973	52.493721	308.755280	1769.345093	69.196274	188.805634	1813.233154	1368.522217	191.712555	1823.636353	1174.563354
415	4.1400	180.738922	1808.055298	844.292908	185.390564	1816.073730	969.135254	125.727264	1788.818848	461.925415	118.871849	1817.406494	845.997498	147.718643	1761.143433	64.817329	290.288666	1881.012573	474.354431	242.606049	1798.704102	842.588318	241.330887	1700.318848	143.303833	126.825554	1907.370605	52.181610	311.914185	1812.816406	67.111832	189.330978	1826.064575	1368.705811	191.792557	1836.141113	1174.711792
416	4.1500	181.366577	1820.096680	844.361389	184.937561	1828.283203	969.228394	125.979004	1792.659180	461.938507	119.449707	1829.196777	845.535645	148.035690	1761.745483	64.943398	290.133392	1899.781006	475.961792	243.283478	1810.996704	843.187256	244.095337	1738.875854	133.104187	126.894341	1907.899292	51.877480	315.146729	1856.384155	65.381203	189.851746	1838.908813	1368.542114	191.905212	1848.674561	1174.499146
417	4.1600	182.058960	1832.211426	844.063599	184.654922	1840.487915	968.948853	126.290482	1796.778442	461.885529	120.094643	1841.032715	844.767090	148.344223	1762.392456	65.060265	289.872345	1918.114136	477.103119	244.023254	1823.390137	843.360229	247.051575	1778.160156	123.279076	126.937225	1908.470459	51.588696	318.469238	1900.007568	64.155495	190.376160	1851.773193	1368.030396	192.065018	1861.237183	1173.923584
418	4.1700	182.812805	1844.402466	843.409546	184.550278	1852.695923	968.308472	126.654953	1801.175781	461.764404	120.802284	1852.916626	843.706787	148.644562	1763.072388	65.169815	289.489258	1936.052002	477.784210	244.823334	1835.888428	843.112183	250.195984	1818.116455	114.039642	126.943085	1909.071899	51.321465	321.884918	1943.648560	63.588871	190.914307	1864.662720	1367.178101	192.286758	1873.827026	1172.992432
419	4.1800	183.623016	1856.672241	842.417908	184.625076	1864.917847	967.328125	127.067612	1805.844604	461.577240	121.566650	1864.851196	842.375854	148.942841	1763.775879	65.278069	288.968384	1953.637939	478.026306	245.679398	1848.493408	842.459839	253.518936	1858.661255	105.584160	126.906395	1909.691284	51.079021	325.384583	1987.250977	63.835316	191.477661	1877.581421	1365.998779	192.584198	1886.441406	1171.719727
420	4.1900	184.482590	1869.023438	841.114807	184.874680	1877.166748	966.035034	127.525612	1810.772827	461.331085	122.380173	1876.838867	840.800293	149.249588	1764.494629	65.395287	288.298798	1970.920044	477.863586	246.584991	1861.207886	841.429443	257.002441	1899.674561	98.093925	126.828148	1910.318604	50.859741	328.946930	2030.725464	65.040428	192.078598	1890.531128	1364.513794	192.969391	1899.076294	1170.127808
421	4.2000	185.382858	1881.458862	839.532837	185.288925	1889.457520	964.463135	128.028427	1815.948486	461.036743	123.233971	1888.883423	839.010620	149.577347	1765.224365	65.535378	287.478546	1987.950684	477.340820	247.531769	1874.034302	840.054993	260.617981	1940.989746	91.726028	126.715317	1910.945068	50.655807	332.538971	2073.937256	67.328026	192.730042	1903.512939	1362.749756	193.453140	1911.728638	1168.245361
422	4.2100	186.314499	1893.983154	837.709717	185.852936	1901.807495	962.650146	128.577057	1821.362061	460.707489	124.118576	1900.990723	837.041016	149.938019	1765.961914	65.715294	286.518982	2004.781738	476.509735	248.510406	1886.975586	838.378296	264.325470	1982.387085	86.602859	126.579094	1911.564209	50.453705	336.115234	2116.696289	70.786980	193.444778	1916.526733	1360.739380	194.043671	1924.395874	1166.107178
423	4.2200	187.267960	1906.602173	835.686218	186.548340	1914.235840	960.637207	129.173386	1827.011475	460.357727	125.024963	1913.168701	834.926514	150.339676	1766.708130	65.954056	285.446747	2021.460815	475.425140	249.510941	1900.035889	836.445923	268.072845	2023.589355	82.799866	126.432640	1912.172974	50.237080	339.615936	2158.758057	75.457253	194.235199	1929.572021	1358.519287	194.746964	1937.077148	1163.752197
424	4.2300	188.234833	1919.323730	833.505676	187.354736	1926.762939	958.467407	129.819000	1832.902588	460.001190	125.945313	1925.427734	832.703735	150.784073	1767.466187	66.272301	284.303314	2038.023438	474.140656	250.524338	1913.219482	834.307800	271.795837	2064.265381	80.332573	126.288368	1912.770874	49.990997	342.965027	2199.826660	81.315765	195.113037	1942.648682	1356.129883	195.567719	1949.774048	1161.224121
425	4.2400	189.208633	1932.157349	831.212769	188.251160	1939.409912	956.184937	130.514145	1839.052002	459.649628	126.873993	1937.781372	830.408875	151.264496	1768.243164	66.691269	283.140656	2054.493408	472.705597	251.543274	1926.533325	832.016724	275.418365	2104.038574	79.145638	126.155479	1913.362549	49.705265	346.069885	2239.567871	88.262199	196.088730	1955.756348	1353.613525	196.507553	1962.490234	1158.568359
426	4.2500	190.185349	1945.114990	828.851563	189.217224	1952.198608	953.833130	131.256653	1845.484619	459.311554	127.807846	1950.245728	828.077698	151.764908	1769.047974	67.232628	282.014557	2070.874512	471.161743	252.563004	1939.984253	829.625366	278.853912	2142.508545	79.107956	126.039398	1913.954712	49.377083	348.823181	2277.631592	96.107025	197.171432	1968.895020	1351.014526	197.566452	1975.232300	1155.831665
427	4.2600	191.164719	1958.209351	826.465637	190.234650	1965.149292	951.455688	132.041626	1852.235352	458.991547	128.747284	1962.839478	825.744141	152.260391	1769.891602	67.917694	280.975494	2087.157959	469.544067	253.582031	1953.579468	827.187256	282.009674	2179.275391	80.016159	125.940742	1914.558105	49.011108	351.109161	2313.683350	104.566681	198.368713	1982.065552	1348.377075	198.742935	1988.009155	1153.061157
428	4.2700	192.150162	1971.455322	824.096375	191.287781	1978.281738	949.093201	132.861252	1859.343750	458.690338	129.696838	1975.582520	823.440063	152.718811	1770.785889	68.767487	280.062164	2103.327393	467.881622	254.603485	1967.328247	824.752686	284.792053	2213.967773	81.608368	125.855255	1915.184570	48.618694	352.813843	2347.435059	113.271233	199.686249	1995.269409	1345.745117	200.033905	2000.831787	1150.303223
429	4.2800	193.149063	1984.867188	821.782410	192.364471	1991.612549	946.784241	133.705215	1866.851807	458.405029	130.664063	1988.496582	821.194580	153.103745	1771.744385	69.802826	279.298187	2119.366699	466.202087	255.634003	1981.237915	822.370605	287.115631	2246.267090	83.586372	125.774010	1915.847168	48.214355	353.838287	2378.675049	121.786644	201.127792	2008.508423	1343.160156	201.435120	2013.713135	1147.601563
430	4.2900	194.172440	1998.458984	819.559326	193.456070	2005.155273	944.564209	134.561081	1874.801147	458.129791	131.660614	2001.602295	819.032837	153.378296	1772.779541	71.044930	278.693909	2135.268799	464.534515	256.684326	1995.316040	820.085938	288.911804	2275.924561	85.642723	125.684471	1916.556519	47.810692	354.110077	2407.284668	129.649399	202.695068	2021.786011	1340.661621	202.941071	2026.668457	1144.996582
431	4.3000	195.234695	2012.243530	817.458862	194.558151	2018.919434	942.465027	135.415070	1883.230225	457.856934	132.700684	2014.918945	816.977539	153.509186	1773.905273	72.516151	278.251343	2151.035889	462.911255	257.768616	2009.568359	817.940308	290.138031	2302.769287	87.488892	125.571922	1917.320313	47.412670	353.595642	2433.241455	136.408157	204.387543	2035.104004	1338.285522	204.545914	2039.711426	1142.525879
432	4.3100	196.352585	2026.231567	815.508301	195.669800	2032.910522	940.514343	136.252487	1892.172974	457.577637	133.801041	2028.464233	815.047302	153.470245	1775.137695	74.240692	277.969727	2166.680664	461.367523	258.904022	2023.998413	815.969360	290.783722	2326.711670	88.879936	125.420868	1918.142944	47.013481	352.305878	2456.603516	141.661987	206.202454	2048.466797	1336.064453	206.242233	2052.858398	1140.223145
433	4.3200	197.544418	2040.428833	813.731018	196.793472	2047.127441	938.735474	137.058258	1901.658936	457.282532	134.979752	2042.252075	813.257446	153.245544	1776.495117	76.245186	277.849731	2182.218994	459.939728	260.109100	2038.605713	814.204468	290.873230	2347.738770	89.633942	125.217545	1919.021729	46.594242	350.299561	2477.492920	145.089447	208.134766	2061.875977	1334.026245	208.022293	2066.122803	1138.116333
434	4.3300	198.829483	2054.838623	812.145508	197.935455	2061.564941	937.147461	137.817062	1911.712891	456.961945	136.255524	2056.290527	811.619873	152.830353	1778.002930	78.558098	277.895264	2197.664063	458.661865	261.403473	2053.386963	812.671204	290.464661	2365.908936	89.644440	124.951195	1919.951294	46.123325	347.679749	2496.065918	146.464462	210.177185	2075.334717	1332.194214	209.877655	2079.517578	1136.229736
435	4.3400	200.226685	2069.457275	810.766174	199.104050	2076.211426	935.764832	138.513443	1922.358643	456.605865	137.646927	2070.583008	810.143433	152.231598	1779.693970	81.208855	278.113556	2213.021973	457.564209	262.806488	2068.331787	811.389038	289.646057	2381.343018	88.885468	124.616302	1920.921021	45.559162	344.589020	2512.492188	145.667038	212.320114	2088.844727	1330.587769	211.799377	2093.052002	1134.582886
436	4.3500	201.753616	2084.274902	809.602844	200.310394	2091.048340	934.597229	139.131729	1933.618530	456.203430	139.171051	2085.124268	808.834351	151.466370	1781.612549	84.226273	278.513702	2228.288574	456.671143	264.336212	2083.425781	810.371338	288.528168	2394.220703	87.409157	124.213112	1921.917725	44.852585	341.201050	2526.932129	142.691193	214.551880	2102.405518	1329.221191	213.777191	2106.731934	1133.189453
437	4.3600	203.425568	2099.273926	808.661865	201.565842	2106.052246	933.650452	139.655884	1945.517578	455.742432	140.843170	2099.900879	807.696777	150.559860	1783.817139	87.636879	279.105133	2243.447021	456.000793	266.007965	2098.647217	809.627136	287.234253	2404.762451	85.334343	123.748947	1922.926636	43.952553	337.704773	2539.514893	137.655197	216.858749	2116.016113	1328.105591	215.801041	2120.558594	1132.061157
438	4.3700	205.254364	2114.429932	807.945984	202.882935	2121.193115	932.926636	140.069534	1958.084351	455.209137	142.674835	2114.891846	806.733643	149.542740	1786.384155	91.463013	279.894867	2258.470947	455.565002	267.833923	2113.968018	809.158508	285.889130	2413.226563	82.829735	123.238701	1923.933716	42.813084	334.288330	2550.330811	130.817505	219.225296	2129.673584	1327.247192	217.860184	2134.527832	1131.203369
439	4.3800	207.247330	2129.709473	807.454773	204.272629	2136.435791	932.424561	140.356216	1971.351563	454.588257	144.673538	2130.064941	805.946167	148.448883	1789.408325	95.721046	280.885620	2273.324219	455.369080	269.821259	2129.353760	808.963379	284.607666	2419.890625	80.091408	122.704697	1924.927002	41.402390	331.115845	2559.441162	122.584221	221.634644	2143.373047	1326.649536	219.942932	2148.630127	1130.619751
440	4.3900	209.406357	2145.073486	807.185608	205.744644	2151.740967	932.140381	140.500198	1985.356079	453.863464	146.841507	2145.381104	805.335632	147.313232	1793.004150	100.419441	282.073029	2287.962158	455.411285	271.971344	2144.765137	809.035461	283.483124	2425.040283	77.318398	122.175659	1925.900757	39.713722	328.307129	2566.903076	113.493530	224.068756	2157.107422	1326.313110	222.037674	2162.849854	1130.309082
441	4.4000	211.727280	2160.474854	807.133484	207.306137	2167.064941	932.067627	140.487762	2000.137573	453.018280	149.174744	2160.791748	804.903137	146.170197	1797.303101	105.557373	283.444183	2302.334717	455.681885	274.279694	2160.157471	809.363892	282.578094	2428.955811	74.691818	121.684113	1926.859497	37.777191	325.924286	2572.816406	104.156586	226.509094	2170.867920	1326.235596	224.131989	2177.166504	1130.269043
442	4.4100	214.198975	2175.862549	807.291931	208.961258	2182.362305	932.199402	140.308899	2015.735596	452.038055	151.662872	2176.241455	804.649902	145.052811	1802.448364	111.124565	284.976440	2316.386963	456.163116	276.735016	2175.483643	809.934082	281.918365	2431.901611	72.358253	121.262314	1927.825195	35.670734	323.968323	2577.348389	95.160660	228.936859	2184.644531	1326.412476	226.214096	2191.554688	1130.493042
443	4.4200	216.803467	2191.182129	807.652710	210.710617	2197.587158	932.526306	139.959641	2032.187256	450.911987	154.287994	2191.670898	804.577271	143.992340	1808.586182	117.102684	286.637848	2330.055908	456.828094	279.318939	2190.693848	810.728210	281.491547	2434.115967	70.419441	120.936409	1928.846069	33.529022	322.388000	2580.732178	86.974991	231.333710	2198.424561	1326.836792	228.271866	2205.984131	1130.973267
444	4.4300	219.516098	2206.377686	808.206421	212.551941	2212.693115	933.039063	139.443771	2049.520508	449.636475	157.025253	2207.015625	804.687866	143.018951	1815.854858	123.469002	288.388702	2343.275635	457.643219	282.006927	2205.740234	811.725098	281.253479	2435.800537	68.928696	120.719620	1930.009399	31.544569	321.100922	2583.227295	79.902557	233.682220	2212.195557	1327.501221	230.293945	2220.423828	1131.700195
445	4.4400	222.305923	2221.394775	808.942932	214.478882	2227.636719	933.727966	138.774353	2067.755859	448.217865	159.843628	2222.214111	804.984009	142.162704	1824.373657	130.200241	290.184784	2355.977051	458.570038	284.768280	2220.575195	812.901917	281.141693	2437.120117	67.893044	120.605927	1931.453491	29.961504	320.020325	2585.083496	74.081078	235.966339	2225.943359	1328.395386	232.269684	2234.840088	1132.661133
446	4.4500	225.137085	2236.181885	809.851074	216.481888	2242.377686	934.583801	137.973877	2086.897705	446.675812	162.706116	2237.206543	805.468079	141.454468	1834.234253	137.274094	291.982056	2368.090332	459.567383	287.567963	2235.157715	814.233948	281.091492	2438.193115	67.279625	120.565704	1933.382813	29.053095	319.078308	2586.500000	69.512703	238.171814	2239.652832	1329.509033	234.189621	2249.198730	1133.844604
447	4.4600	227.970184	2250.694580	810.919983	218.548920	2256.880615	935.597595	137.073380	2106.934082	445.046021	165.572113	2251.938232	806.143311	140.926651	1845.495605	144.668243	293.740295	2379.550537	460.594971	290.368134	2249.450684	815.696899	281.050354	2439.098389	67.026909	120.546066	1936.074097	29.088316	318.240448	2587.621094	66.101982	240.286560	2253.310303	1330.830200	236.046082	2263.467529	1135.235840
448	4.4700	230.764221	2264.894287	812.139587	220.665359	2271.114746	936.762451	136.110229	2127.835938	443.381042	168.398804	2266.364014	807.012573	140.612335	1858.184937	152.353668	295.427124	2390.300537	461.615356	293.129547	2263.424561	817.266846	280.985657	2439.884033	67.056953	120.476280	1939.872559	30.287033	317.504761	2588.537598	63.693062	242.300873	2266.900635	1332.346802	237.831909	2277.616455	1136.820801
449	4.4800	233.478699	2278.753662	813.500671	222.815399	2285.057373	938.072510	135.125748	2149.551270	441.751068	171.144028	2280.448975	808.079041	140.543152	1872.301270	160.285370	297.019257	2400.294678	462.595581	295.813354	2277.058838	818.922302	280.884796	2440.577148	67.286903	120.276840	1945.169067	32.777889	316.889740	2589.303955	62.100819	244.207703	2280.410645	1334.044312	239.543320	2291.617920	1138.583740
450	4.4900	236.075287	2292.255371	814.995300	224.982605	2298.693359	939.522522	134.162476	2172.003662	440.241119	173.767090	2294.169922	809.345886	140.744629	1887.821899	168.389038	298.502686	2409.502930	463.508759	298.383392	2290.340820	820.644653	280.751099	2441.196777	67.638382	119.869934	1952.364990	36.567169	316.420532	2589.952393	61.133991	246.002625	2293.828369	1335.908447	241.177444	2305.449951	1140.509033
451	4.5000	238.520630	2305.391846	816.616760	227.151245	2312.014893	941.109436	133.262314	2195.096191	438.945984	176.233215	2307.516357	810.815308	141.231155	1904.711426	176.548859	299.870270	2417.908447	464.334717	300.807983	2303.266846	822.418213	280.597748	2441.756836	68.043915	119.189262	1961.830078	41.529549	316.116974	2590.505371	60.612770	247.683899	2307.141602	1337.922729	242.733841	2319.093262	1142.579346
452	4.5100	240.787613	2318.164795	818.359253	229.307755	2325.020752	942.829102	132.465027	2218.703857	437.963989	178.513916	2320.489258	812.487915	142.002792	1922.924805	184.603516	301.119080	2425.509521	465.060822	303.061127	2315.840820	824.230652	280.441711	2442.268799	68.450745	118.189728	1973.858765	47.427532	315.985352	2590.978027	60.380623	249.252304	2320.341064	1340.069214	244.214050	2332.535156	1144.776367
